Lead ID,Business Name,Category,City,Phone,Email,Address,Website,Website Status,Lead Score,Lead Tier,Qualification Reason,Demo URL,Demo Status,Email Message,WhatsApp Message,Approval Status,Email Status,WhatsApp Status,First Contacted At,Last Contacted At,Status,Source,Created At,Updated At,Error
e16777287a5a6ce9,Amaya Dental Clinic - Dental Clinic in Vasant Nagar,Dental clinic,Benglore,+91 95918 95500,,"1st Floor, 8/1, Palace Cross Rd, Vasanth Nagar, Bengaluru, Karnataka 560052, India",https://www.amayadental.in/,VALID_WEBSITE,85,HOT,,http://localhost:8000/preview/amaya-dental-clinic-dental-clinic-in-vasant-nagar-benglore,READY,"Subject: Website concept for Amaya Dental Clinic - Dental Clinic in Vasant Nagar

Hi Amaya Dental Clinic - Dental Clinic in Vasant Nagar team,

I came across Amaya Dental Clinic - Dental Clinic in Vasant Nagar in Benglore. Upgrading your web experience can help turn online searches into loyal customers.

Here is a quick concept preview: http://localhost:8000/preview/amaya-dental-clinic-dental-clinic-in-vasant-nagar-benglore

Would you be free for a 2-minute chat this week?

Best regards,
Abhishek",Hi Amaya Dental Clinic - Dental Clinic in Vasant Nagar team! Following up on the website preview I shared earlier (http://localhost:8000/preview/amaya-dental-clinic-dental-clinic-in-vasant-nagar-benglore). Did you get a chance to take a look? Would love to answer any quick questions!,PENDING_APPROVAL,NOT_SENT,NOT_SENT,,,PENDING_APPROVAL,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJw1Im__UXrjsRMWgdbqEuQ_0,2026-08-20T11:47:11.600377+00:00,2026-08-20T12:16:52.360019+00:00,
a6a3d511f7185b0f,Beyond Smiles Dental Clinic,Dental clinic,Benglore,+91 76248 65553,,"285, 6th Cross Rd, near Indiranagar, Binnamangala, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",https://beyondsmiles.co.in/,VALID_WEBSITE,85,HOT,,http://localhost:8000/preview/beyond-smiles-dental-clinic-benglore,READY,"Subject: Website concept for Beyond Smiles Dental Clinic

Hi Beyond Smiles Dental Clinic team,

I came across Beyond Smiles Dental Clinic in Benglore. Upgrading your web experience can help turn online searches into loyal customers.

Here is a quick concept preview: http://localhost:8000/preview/beyond-smiles-dental-clinic-benglore

Would you be free for a 2-minute chat this week?

Best regards,
Abhishek",Hi Beyond Smiles Dental Clinic team! Following up on the website preview I shared earlier (http://localhost:8000/preview/beyond-smiles-dental-clinic-benglore). Did you get a chance to take a look? Would love to answer any quick questions!,PENDING_APPROVAL,NOT_SENT,NOT_SENT,,,PENDING_APPROVAL,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJaZLG0boWrjsRokhkYKNfiwY,2026-08-20T11:47:11.584451+00:00,2026-08-20T12:16:50.596673+00:00,
776742b47ab04426,All Care Dental Centre Indiranagar,Dental clinic,Benglore,+91 98450 79479,,"545, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",http://www.allcaredentalcentre.in/,VALID_WEBSITE,85,HOT,,http://localhost:8000/preview/all-care-dental-centre-indiranagar-benglore,READY,"Subject: Website concept for All Care Dental Centre Indiranagar

Hi All Care Dental Centre Indiranagar team,

I came across All Care Dental Centre Indiranagar in Benglore. Upgrading your web experience can help turn online searches into loyal customers.

Here is a quick concept preview: http://localhost:8000/preview/all-care-dental-centre-indiranagar-benglore

Would you be free for a 2-minute chat this week?

Best regards,
Abhishek",Hi All Care Dental Centre Indiranagar team! Following up on the website preview I shared earlier (http://localhost:8000/preview/all-care-dental-centre-indiranagar-benglore). Did you get a chance to take a look? Would love to answer any quick questions!,PENDING_APPROVAL,NOT_SENT,NOT_SENT,,,PENDING_APPROVAL,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJC_TbgqQWrjsRwlmGhlltCHU,2026-08-20T11:47:11.565579+00:00,2026-08-20T12:16:49.069378+00:00,
bb25fb5aea854d8b,Dental Solutions,Dental clinic,Benglore,+91 63643 12444,,"1st Floor, 498, 15th Cross Road, 2nd Stage, Indira Nagar II Stage, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.dentalsolutionsclinic.com/,VALID_WEBSITE,85,HOT,,http://localhost:8000/preview/dental-solutions-benglore,READY,"Subject: Website concept for Dental Solutions

Hi Dental Solutions team,

I came across Dental Solutions in Benglore. Upgrading your web experience can help turn online searches into loyal customers.

Here is a quick concept preview: http://localhost:8000/preview/dental-solutions-benglore

Would you be free for a 2-minute chat this week?

Best regards,
Abhishek",Hi Dental Solutions team! Following up on the website preview I shared earlier (http://localhost:8000/preview/dental-solutions-benglore). Did you get a chance to take a look? Would love to answer any quick questions!,PENDING_APPROVAL,NOT_SENT,NOT_SENT,,,PENDING_APPROVAL,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJIV6iNkEXrjsRPWC1kID-Suw,2026-08-20T11:47:11.545040+00:00,2026-08-20T12:16:47.396760+00:00,
7764232319f169a7,"House Of Dentistry™️- Sadashivanagar, Bangalore | Invisalign Provider",Dental clinic,Benglore,+91 94499 35053,,"Lower Palace Orchards, 80, 8th Cross Rd, M V Block, Sadashiva Nagar, Malleshwaram, Bengaluru, Karnataka 560080, India",http://www.houseofdentistry.in/,VALID_WEBSITE,85,HOT,,http://localhost:8000/preview/house-of-dentistry-sadashivanagar-bangalore-invisalign-provider-benglore,READY,"Subject: Website concept for House Of Dentistry™️- Sadashivanagar, Bangalore | Invisalign Provider

Hi House Of Dentistry™️- Sadashivanagar, Bangalore | Invisalign Provider team,

I came across House Of Dentistry™️- Sadashivanagar, Bangalore | Invisalign Provider in Benglore. Upgrading your web experience can help turn online searches into loyal customers.

Here is a quick concept preview: http://localhost:8000/preview/house-of-dentistry-sadashivanagar-bangalore-invisalign-provider-benglore

Would you be free for a 2-minute chat this week?

Best regards,
Abhishek","Hi House Of Dentistry™️- Sadashivanagar, Bangalore | Invisalign Provider team! Following up on the website preview I shared earlier (http://localhost:8000/preview/house-of-dentistry-sadashivanagar-bangalore-invisalign-provider-benglore). Did you get a chance to take a look? Would love to answer any quick questions!",PENDING_APPROVAL,NOT_SENT,NOT_SENT,,,PENDING_APPROVAL,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ6cg41gUXrjsRr0DWa88Nm8g,2026-08-20T11:47:11.513865+00:00,2026-08-20T12:16:45.673890+00:00,
d368417425bcae97,Excel Dental Care,Dental clinic,Benglore,+91 94831 51643,,"884, 19th main, 39th Cross Rd, 4th T Block East, Jayanagar, Bengaluru, Karnataka 560041, India",https://www.exceldentalcare.in/,VALID_WEBSITE,85,HOT,,http://localhost:8000/preview/excel-dental-care-benglore,READY,"Subject: Website concept for Excel Dental Care

Hi Excel Dental Care team,

I came across Excel Dental Care in Benglore. Upgrading your web experience can help turn online searches into loyal customers.

Here is a quick concept preview: http://localhost:8000/preview/excel-dental-care-benglore

Would you be free for a 2-minute chat this week?

Best regards,
Abhishek",Hi Excel Dental Care team! Following up on the website preview I shared earlier (http://localhost:8000/preview/excel-dental-care-benglore). Did you get a chance to take a look? Would love to answer any quick questions!,PENDING_APPROVAL,NOT_SENT,NOT_SENT,,,PENDING_APPROVAL,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJCaZVGQoVrjsR0ubGFaP0ZzA,2026-08-20T11:47:11.491203+00:00,2026-08-20T12:16:44.009001+00:00,
9c92880be2221b43,"Bangalore Dental Specialists Dental Clinic, Dentist HSR Layout - Single Visit Root Canal & Dental Implant Center",Dental clinic,Benglore,+91 89567 81555,,"No 1656, Building, 27th Main Rd, above Ramraj, Parangi Palaya, Sector 2, HSR Layout, Bengaluru, Karnataka 560102, India",https://www.bangaloredentalspecialists.com/?utm_source=gmb&utm_medium=website-link,VALID_WEBSITE,85,HOT,,http://localhost:8000/preview/bangalore-dental-specialists-dental-clinic-dentist-hsr-layout-single-visit-root-canal-dental-implant-center-benglore,READY,"Subject: Website concept for Bangalore Dental Specialists Dental Clinic, Dentist HSR Layout - Single Visit Root Canal & Dental Implant Center

Hi Bangalore Dental Specialists Dental Clinic, Dentist HSR Layout - Single Visit Root Canal & Dental Implant Center team,

I came across Bangalore Dental Specialists Dental Clinic, Dentist HSR Layout - Single Visit Root Canal & Dental Implant Center in Benglore. Upgrading your web experience can help turn online searches into loyal customers.

Here is a quick concept preview: http://localhost:8000/preview/bangalore-dental-specialists-dental-clinic-dentist-hsr-layout-single-visit-root-canal-dental-implant-center-benglore

Would you be free for a 2-minute chat this week?

Best regards,
Abhishek","Hi Bangalore Dental Specialists Dental Clinic, Dentist HSR Layout - Single Visit Root Canal & Dental Implant Center team! Following up on the website preview I shared earlier (http://localhost:8000/preview/bangalore-dental-specialists-dental-clinic-dentist-hsr-layout-single-visit-root-canal-dental-implant-center-benglore). Did you get a chance to take a look? Would love to answer any quick questions!",PENDING_APPROVAL,NOT_SENT,NOT_SENT,,,PENDING_APPROVAL,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJLYWHHScVrjsReU4za8ehJik,2026-08-20T11:47:11.458709+00:00,2026-08-20T12:16:42.349811+00:00,
74556e1eeb14b0ee,Chisel Dental Clinic,Dental clinic,Benglore,+91 99721 17009,,"18, 1st Main Rd, opposite Ambur Biryani, Near Wipro Park, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",https://www.chiseldental.co.in/,VALID_WEBSITE,85,HOT,,http://localhost:8000/preview/chisel-dental-clinic-benglore,READY,"Subject: Website concept for Chisel Dental Clinic

Hi Chisel Dental Clinic team,

I came across Chisel Dental Clinic in Benglore. Upgrading your web experience can help turn online searches into loyal customers.

Here is a quick concept preview: http://localhost:8000/preview/chisel-dental-clinic-benglore

Would you be free for a 2-minute chat this week?

Best regards,
Abhishek",Hi Chisel Dental Clinic team! Following up on the website preview I shared earlier (http://localhost:8000/preview/chisel-dental-clinic-benglore). Did you get a chance to take a look? Would love to answer any quick questions!,PENDING_APPROVAL,NOT_SENT,NOT_SENT,,,PENDING_APPROVAL,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJLbIzZEIUrjsRxhv4C43ru9I,2026-08-20T11:47:10.943931+00:00,2026-08-20T12:16:40.041564+00:00,
bad_lead_999,Corrupted Lead Sample,,Vadodara,,,,https://www.google.com/goto?url=CAESYwHuR6pN_XdOLQ0ogcYuoMPQnAEPYVvSh9AcBsPAQYH3mOmM6czo1eY70k8BgcgheAKwCs3U7KP9ssp03rDCkGjSZKLAr7T7ps9E5QdQ9pcVdDzwPvAcHNSS80NrS5Kxkkrb_Q==,SOCIAL_ONLY,20,LOW,Social Only (+30),http://localhost:8000/preview/corrupted-lead-sample-vadodara,READY,"Subject: Quick thought for Corrupted Lead Sample

Hi Corrupted Lead Sample team,

Loved seeing your updates on Instagram! A dedicated website could help customers find you faster and book directly.

I designed a clean website preview tailored for Corrupted Lead Sample: http://localhost:8000/preview/corrupted-lead-sample-vadodara

Could we connect for 2 minutes this week?

Best regards,
Abhishek",Hi Corrupted Lead Sample team! Following up on the website preview I shared earlier (http://localhost:8000/preview/corrupted-lead-sample-vadodara). Did you get a chance to take a look? Would love to answer any quick questions!,PENDING_APPROVAL,NOT_SENT,NOT_SENT,,,PENDING_APPROVAL,,2026-08-20T11:12:21.219242+00:00,2026-08-20T15:11:38.423014+00:00,
37b5cf859f9d73bb,Test Business 2 (Fails 429),,Vadodara,+919876543211,,,,,20,LOW,Has Phone (+15),http://localhost:8000/preview/test-business-2-fails-429-vadodara,READY,"Subject: Website concept for Test Business 2 (Fails 429)

Hi Test Business 2 (Fails 429) team,

I came across Test Business 2 (Fails 429) in Vadodara. Upgrading your web experience can help turn online searches into loyal customers.

Here is a quick concept preview: http://localhost:8000/preview/test-business-2-fails-429-vadodara

Would you be free for a 2-minute chat this week?

Best regards,
Abhishek",Hi Test Business 2 (Fails 429) team! Following up on the website preview I shared earlier (http://localhost:8000/preview/test-business-2-fails-429-vadodara). Did you get a chance to take a look? Would love to answer any quick questions!,PENDING_APPROVAL,NOT_SENT,NOT_SENT,,,PENDING_APPROVAL,,2026-08-20T11:12:20.836142+00:00,2026-08-20T15:11:38.660061+00:00,
63ef520757e5ced5,Test Business 3,,Vadodara,+919876543212,,,,,20,LOW,,http://localhost:8000/preview/test-business-3-vadodara,READY,"Subject: Website concept for Test Business 3

Hi Test Business 3 team,

I came across Test Business 3 in Vadodara. Upgrading your web experience can help turn online searches into loyal customers.

Here is a quick concept preview: http://localhost:8000/preview/test-business-3-vadodara

Would you be free for a 2-minute chat this week?

Best regards,
Abhishek",Hi Test Business 3 team! Following up on the website preview I shared earlier (http://localhost:8000/preview/test-business-3-vadodara). Did you get a chance to take a look? Would love to answer any quick questions!,PENDING_APPROVAL,NOT_SENT,NOT_SENT,,,DUPLICATE,,2026-08-20T11:12:20.836142+00:00,2026-08-20T15:11:38.828657+00:00,Duplicate of 'Test Business 1' (ID: b7c1c374d320a88c) - Reason: High name similarity (93.33%) in same city (Vadodara)
b7c1c374d320a88c,Test Business 1,,Vadodara,+919876543210,,,,,20,LOW,,http://localhost:8000/preview/test-business-1-vadodara,READY,"Subject: Website concept for Test Business 1

Hi Test Business 1 team,

I came across Test Business 1 in Vadodara. Upgrading your web experience can help turn online searches into loyal customers.

Here is a quick concept preview: http://localhost:8000/preview/test-business-1-vadodara

Would you be free for a 2-minute chat this week?

Best regards,
Abhishek",Hi Test Business 1 team! Following up on the website preview I shared earlier (http://localhost:8000/preview/test-business-1-vadodara). Did you get a chance to take a look? Would love to answer any quick questions!,PENDING_APPROVAL,NOT_SENT,NOT_SENT,,,DUPLICATE,,2026-08-20T11:12:20.834391+00:00,2026-08-20T15:11:39.028448+00:00,Duplicate of 'Test Business 3' (ID: 63ef520757e5ced5) - Reason: High name similarity (93.33%) in same city (Vadodara)
a278ab488ef48a71,Vibes The Bistro,Fine dining restaurant,Vadodara,+91 87805 61962,contact1@vibesbistro.com,"2nd Floor, Aries Galleria, Vasna Rd, near Cafe Coffee Day, Niti Park Society, Shobhana Nagar, Shivashraya Society, Tandalja, Vadodara, Gujarat 390007, India",http://www.vibesthebistro.com/,NO_WEBSITE,100,HOT,"No Website (+40), Has Phone (+15), Has Email (+10), Target Category 'Fine dining restaurant' (+10), Rating 4.8⭐ w/ 662 reviews (+15)",http://localhost:8000/preview/vibes-the-bistro-vadodara,READY,"Subject: Quick question re: Vibes The Bistro

Hi Vibes The Bistro team,

I came across Vibes The Bistro in Vadodara and was impressed by your reviews. I noticed you don't have an official website yet.

I put together a quick website preview for you: http://localhost:8000/preview/vibes-the-bistro-vadodara

Would you be open to a 2-minute chat this week to take a look?

Best regards,
Abhishek",Hi Vibes The Bistro team! Following up on the website preview I shared earlier (http://localhost:8000/preview/vibes-the-bistro-vadodara). Did you get a chance to take a look? Would love to answer any quick questions!,PENDING_APPROVAL,DRY_RUN_SENT,DRY_RUN_SENT,,,PENDING_APPROVAL,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJbYJkROHHXzkRwr5qxOivi0Q,2026-08-20T10:40:55.513062+00:00,2026-08-20T15:11:39.514948+00:00,
